Case_ID,Activity,Timestamp,Priority,Category,Agent
TKT-1068,Assigned to Agent,2024-06-18 06:10:43.068027,Critical,Access,Agent11
TKT-1068,Investigation Started,2024-06-18 07:39:48.594130,Critical,Access,Agent12
TKT-1068,Awaiting Customer Response,2024-06-20 08:35:59.501798,Critical,Access,Agent5
TKT-1068,Solution Proposed,2024-06-20 09:50:37.606268,Critical,Access,Agent2
TKT-1068,Solution Implemented,2024-06-20 12:58:42.335550,Critical,Access,Agent12
TKT-1068,Customer Verification,2024-06-21 07:32:47.609322,Critical,Access,Agent12
TKT-1068,Ticket Closed,2024-06-21 08:09:38.715963,Critical,Access,Agent1
TKT-1069,Ticket Created,2024-08-11 00:00:00.000000,Low,Email,Agent14
TKT-1069,Initial Triage,2024-08-11 01:58:51.670062,Low,Email,Agent10
TKT-1069,Assigned to Agent,2024-08-11 06:58:48.907398,Low,Email,Agent8
TKT-1069,Investigation Started,2024-08-11 09:51:11.910920,Low,Email,Agent11
TKT-1069,Awaiting Customer Response,2024-08-11 19:11:32.668002,Low,Email,Agent8
TKT-1069,Solution Proposed,2024-08-12 00:10:46.336391,Low,Email,Agent8
TKT-1069,Solution Implemented,2024-08-12 05:36:48.727217,Low,Email,Agent11
TKT-1069,Customer Verification,2024-08-14 21:39:04.274624,Low,Email,Agent9
TKT-1069,Ticket Closed,2024-08-14 22:39:07.922569,Low,Email,Agent13
TKT-1070,Ticket Created,2024-12-21 00:00:00.000000,Medium,Software,Agent11
TKT-1070,Initial Triage,2024-12-21 02:22:54.449756,Medium,Software,Agent7
TKT-1070,Assigned to Agent,2024-12-21 09:33:11.705502,Medium,Software,Agent13
TKT-1070,Investigation Started,2024-12-21 13:06:16.933952,Medium,Software,Agent3
TKT-1070,Awaiting Customer Response,2024-12-21 15:09:22.160099,Medium,Software,Agent11
TKT-1070,Solution Proposed,2024-12-21 17:17:57.413006,Medium,Software,Agent7
TKT-1070,Solution Implemented,2024-12-21 21:32:59.711767,Medium,Software,Agent4
TKT-1070,Customer Verification,2024-12-23 18:55:14.966536,Medium,Software,Agent13
TKT-1070,Ticket Closed,2024-12-23 20:10:55.292298,Medium,Software,Agent7
TKT-1071,Ticket Created,2024-02-15 00:00:00.000000,Low,Email,Agent11
TKT-1071,Initial Triage,2024-02-15 02:57:10.675602,Low,Email,Agent1
TKT-1071,Assigned to Agent,2024-02-15 04:45:49.940793,Low,Email,Agent2
TKT-1071,Investigation Started,2024-02-15 07:28:58.412652,Low,Email,Agent8
TKT-1071,Awaiting Customer Response,2024-02-15 10:46:02.566503,Low,Email,Agent3
TKT-1071,Solution Proposed,2024-02-15 15:34:21.068748,Low,Email,Agent10
TKT-1071,Solution Implemented,2024-02-15 23:37:26.004256,Low,Email,Agent2
TKT-1071,Customer Verification,2024-02-17 08:08:10.392120,Low,Email,Agent12
TKT-1071,Ticket Closed,2024-02-17 08:54:19.677666,Low,Email,Agent5
TKT-1072,Ticket Created,2024-12-17 00:00:00.000000,Low,Access,Agent4
TKT-1072,Initial Triage,2024-12-17 00:40:10.533532,Low,Access,Agent11
TKT-1072,Assigned to Agent,2024-12-17 02:50:03.248723,Low,Access,Agent12
TKT-1072,Investigation Started,2024-12-17 03:34:11.866302,Low,Access,Agent10
TKT-1072,Awaiting Customer Response,2024-12-18 09:07:49.177471,Low,Access,Agent8
TKT-1072,Solution Proposed,2024-12-18 10:21:32.534080,Low,Access,Agent2
TKT-1072,Solution Implemented,2024-12-19 02:13:16.012067,Low,Access,Agent13
TKT-1072,Customer Verification,2024-12-20 16:58:43.006381,Low,Access,Agent11
TKT-1072,Ticket Closed,2024-12-20 17:40:25.472078,Low,Access,Agent13
TKT-1073,Ticket Created,2024-02-02 00:00:00.000000,Medium,Email,Agent6
TKT-1073,Initial Triage,2024-02-02 01:25:46.501763,Medium,Email,Agent3
TKT-1073,Assigned to Agent,2024-02-02 04:11:49.722255,Medium,Email,Agent7
TKT-1073,Investigation Started,2024-02-02 06:15:28.096355,Medium,Email,Agent14
TKT-1073,Awaiting Customer Response,2024-02-07 00:54:39.432596,Medium,Email,Agent3
TKT-1073,Solution Proposed,2024-02-07 04:10:04.399034,Medium,Email,Agent7
TKT-1073,Solution Implemented,2024-02-07 13:32:46.413483,Medium,Email,Agent13
TKT-1073,Customer Verification,2024-02-09 19:10:01.774252,Medium,Email,Agent4
TKT-1073,Ticket Closed,2024-02-09 20:55:37.488941,Medium,Email,Agent14
TKT-1074,Ticket Created,2024-01-27 00:00:00.000000,Low,Network,Agent3
TKT-1074,Initial Triage,2024-01-27 02:52:37.772060,Low,Network,Agent12
TKT-1074,Assigned to Agent,2024-01-27 04:05:46.590366,Low,Network,Agent13
TKT-1074,Investigation Started,2024-01-27 07:53:56.150960,Low,Network,Agent5
TKT-1074,Awaiting Customer Response,2024-01-27 13:52:29.549287,Low,Network,Agent9
TKT-1074,Solution Proposed,2024-01-27 17:05:10.927010,Low,Network,Agent11
TKT-1074,Solution Implemented,2024-01-28 00:49:01.360928,Low,Network,Agent12
TKT-1074,Customer Verification,2024-01-30 08:16:56.658213,Low,Network,Agent2
TKT-1074,Ticket Closed,2024-01-30 09:06:07.423615,Low,Network,Agent1
TKT-1075,Ticket Created,2024-09-30 00:00:00.000000,Medium,Access,Agent12
TKT-1075,Initial Triage,2024-09-30 01:40:58.889160,Medium,Access,Agent8
TKT-1075,Assigned to Agent,2024-09-30 03:47:51.881765,Medium,Access,Agent9
TKT-1075,Investigation Started,2024-09-30 07:20:16.533681,Medium,Access,Agent5
TKT-1075,Awaiting Customer Response,2024-10-03 02:53:33.053801,Medium,Access,Agent2
TKT-1075,Solution Proposed,2024-10-03 07:41:51.485638,Medium,Access,Agent3
TKT-1075,Solution Implemented,2024-10-03 20:51:10.096162,Medium,Access,Agent12
TKT-1075,Customer Verification,2024-10-04 10:48:15.750932,Medium,Access,Agent12
TKT-1075,Ticket Closed,2024-10-04 12:45:20.311756,Medium,Access,Agent4
TKT-1076,Ticket Created,2024-08-09 00:00:00.000000,High,Hardware,Agent14
TKT-1076,Initial Triage,2024-08-09 01:59:44.945386,High,Hardware,Agent14
TKT-1076,Assigned to Agent,2024-08-09 07:47:41.190624,High,Hardware,Agent4
TKT-1076,Investigation Started,2024-08-09 10:14:57.190299,High,Hardware,Agent9
TKT-1076,Awaiting Customer Response,2024-08-13 00:47:42.318026,High,Hardware,Agent5
TKT-1076,Solution Proposed,2024-08-13 03:08:24.199306,High,Hardware,Agent8
TKT-1076,Solution Implemented,2024-08-13 11:12:19.835454,High,Hardware,Agent13
TKT-1076,Customer Verification,2024-08-14 08:10:49.254270,High,Hardware,Agent5
TKT-1076,Ticket Closed,2024-08-14 08:47:20.467464,High,Hardware,Agent2
TKT-1077,Ticket Created,2024-10-27 00:00:00.000000,Medium,Network,Agent9
TKT-1077,Initial Triage,2024-10-27 02:39:01.101575,Medium,Network,Agent6
TKT-1077,Assigned to Agent,2024-10-27 10:00:18.131630,Medium,Network,Agent11
TKT-1077,Investigation Started,2024-10-27 12:11:12.519165,Medium,Network,Agent8
TKT-1077,Awaiting Customer Response,2024-10-28 22:03:17.574158,Medium,Network,Agent14
TKT-1077,Solution Proposed,2024-10-28 23:46:02.493930,Medium,Network,Agent6
TKT-1077,Solution Implemented,2024-10-29 10:25:17.542940,Medium,Network,Agent4
TKT-1077,Customer Verification,2024-10-30 19:10:57.121551,Medium,Network,Agent8
TKT-1077,Ticket Closed,2024-10-30 19:41:49.884127,Medium,Network,Agent12
TKT-1078,Ticket Created,2024-10-15 00:00:00.000000,Low,Hardware,Agent9
TKT-1078,Initial Triage,2024-10-15 01:22:35.642381,Low,Hardware,Agent1
TKT-1078,Assigned to Agent,2024-10-15 08:08:53.396363,Low,Hardware,Agent10
TKT-1078,Investigation Started,2024-10-15 10:02:14.629643,Low,Hardware,Agent2
TKT-1078,Awaiting Customer Response,2024-10-15 14:02:45.556878,Low,Hardware,Agent10
TKT-1078,Solution Proposed,2024-10-15 19:02:56.117462,Low,Hardware,Agent2
TKT-1078,Solution Implemented,2024-10-15 21:37:31.765624,Low,Hardware,Agent12
TKT-1078,Customer Verification,2024-10-16 15:53:58.419136,Low,Hardware,Agent11
TKT-1078,Ticket Closed,2024-10-16 16:35:09.206956,Low,Hardware,Agent11
TKT-1079,Ticket Created,2024-12-24 00:00:00.000000,Low,Hardware,Agent9
TKT-1079,Initial Triage,2024-12-24 02:16:21.544675,Low,Hardware,Agent8
TKT-1079,Assigned to Agent,2024-12-24 09:54:14.776333,Low,Hardware,Agent12
TKT-1079,Investigation Started,2024-12-24 13:12:36.550180,Low,Hardware,Agent14
TKT-1079,Awaiting Customer Response,2024-12-24 20:03:14.894293,Low,Hardware,Agent11
TKT-1079,Solution Proposed,2024-12-25 01:31:41.594102,Low,Hardware,Agent4
TKT-1079,Solution Implemented,2024-12-25 11:53:34.377579,Low,Hardware,Agent6
TKT-1079,Customer Verification,2024-12-27 03:01:55.127035,Low,Hardware,Agent3
TKT-1079,Ticket Closed,2024-12-27 03:35:35.199208,Low,Hardware,Agent12
TKT-1080,Ticket Created,2024-01-12 00:00:00.000000,High,Network,Agent7
TKT-1080,Initial Triage,2024-01-12 02:07:32.647673,High,Network,Agent9
TKT-1080,Assigned to Agent,2024-01-12 09:13:41.593551,High,Network,Agent10
TKT-1080,Investigation Started,2024-01-12 10:52:47.213267,High,Network,Agent14
TKT-1080,Awaiting Customer Response,2024-01-14 04:21:47.164929,High,Network,Agent7
TKT-1080,Solution Proposed,2024-01-14 07:31:52.960940,High,Network,Agent3
TKT-1080,Solution Implemented,2024-01-14 11:47:41.257165,High,Network,Agent6
TKT-1080,Customer Verification,2024-01-16 18:56:48.841272,High,Network,Agent6
TKT-1080,Ticket Closed,2024-01-16 19:56:43.340249,High,Network,Agent8
TKT-1081,Ticket Created,2024-07-20 00:00:00.000000,Critical,Network,Agent3
TKT-1081,Initial Triage,2024-07-20 02:12:02.054182,Critical,Network,Agent13
TKT-1081,Assigned to Agent,2024-07-20 06:07:45.728856,Critical,Network,Agent1
TKT-1081,Investigation Started,2024-07-20 09:34:15.429175,Critical,Network,Agent1
TKT-1081,Awaiting Customer Response,2024-07-20 18:50:33.515687,Critical,Network,Agent13
TKT-1081,Solution Proposed,2024-07-21 00:04:25.930943,Critical,Network,Agent5
TKT-1081,Solution Implemented,2024-07-21 06:55:01.054567,Critical,Network,Agent12
TKT-1081,Customer Verification,2024-07-23 16:58:49.414389,Critical,Network,Agent12
TKT-1081,Ticket Closed,2024-07-23 17:32:26.004023,Critical,Network,Agent1
TKT-1082,Ticket Created,2024-09-06 00:00:00.000000,Medium,Hardware,Agent5
TKT-1082,Initial Triage,2024-09-06 01:29:19.636529,Medium,Hardware,Agent4
TKT-1082,Assigned to Agent,2024-09-06 08:36:09.902129,Medium,Hardware,Agent2
TKT-1082,Investigation Started,2024-09-06 11:52:41.148921,Medium,Hardware,Agent7
TKT-1082,Awaiting Customer Response,2024-09-09 20:44:37.422483,Medium,Hardware,Agent6
TKT-1082,Solution Proposed,2024-09-09 23:32:22.141017,Medium,Hardware,Agent3
TKT-1082,Solution Implemented,2024-09-10 10:15:39.656829,Medium,Hardware,Agent8
TKT-1082,Customer Verification,2024-09-13 00:25:15.238606,Medium,Hardware,Agent1
TKT-1082,Ticket Closed,2024-09-13 01:07:05.704106,Medium,Hardware,Agent8
TKT-1083,Ticket Created,2024-01-14 00:00:00.000000,Medium,Software,Agent14
TKT-1083,Initial Triage,2024-01-14 01:46:53.536847,Medium,Software,Agent5
TKT-1083,Assigned to Agent,2024-01-14 08:45:44.041200,Medium,Software,Agent13
TKT-1083,Investigation Started,2024-01-14 10:47:32.325099,Medium,Software,Agent6
TKT-1083,Awaiting Customer Response,2024-01-14 17:14:43.314279,Medium,Software,Agent8
TKT-1083,Solution Proposed,2024-01-14 21:08:32.782467,Medium,Software,Agent4
TKT-1083,Solution Implemented,2024-01-15 07:26:37.505379,Medium,Software,Agent6
TKT-1083,Customer Verification,2024-01-17 10:34:16.126414,Medium,Software,Agent9
TKT-1083,Ticket Closed,2024-01-17 12:31:30.952955,Medium,Software,Agent2
TKT-1084,Ticket Created,2024-06-12 00:00:00.000000,High,Email,Agent13
TKT-1084,Initial Triage,2024-06-12 01:05:33.250714,High,Email,Agent11
TKT-1084,Assigned to Agent,2024-06-12 08:16:42.734389,High,Email,Agent6
TKT-1084,Investigation Started,2024-06-12 09:22:21.683993,High,Email,Agent10
TKT-1084,Awaiting Customer Response,2024-06-16 01:38:03.006737,High,Email,Agent9
TKT-1084,Solution Proposed,2024-06-16 04:47:18.982163,High,Email,Agent4
TKT-1084,Solution Implemented,2024-06-16 15:01:08.354467,High,Email,Agent12
TKT-1084,Customer Verification,2024-06-18 21:25:32.233314,High,Email,Agent6
TKT-1084,Ticket Closed,2024-06-18 22:10:37.377082,High,Email,Agent9
TKT-1085,Ticket Created,2024-07-22 00:00:00.000000,Medium,Email,Agent5
TKT-1085,Initial Triage,2024-07-22 02:27:16.112969,Medium,Email,Agent8
TKT-1085,Assigned to Agent,2024-07-22 09:05:39.000823,Medium,Email,Agent12
TKT-1085,Investigation Started,2024-07-22 12:37:08.124662,Medium,Email,Agent6
TKT-1085,Awaiting Customer Response,2024-07-23 23:21:47.545126,Medium,Email,Agent2
TKT-1085,Solution Proposed,2024-07-24 05:17:48.018772,Medium,Email,Agent9
TKT-1085,Solution Implemented,2024-07-24 14:43:58.962983,Medium,Email,Agent4
TKT-1085,Customer Verification,2024-07-25 05:50:05.479827,Medium,Email,Agent1
TKT-1085,Ticket Closed,2024-07-25 06:31:04.873363,Medium,Email,Agent6
TKT-1086,Ticket Created,2024-11-20 00:00:00.000000,Low,Network,Agent1
TKT-1086,Initial Triage,2024-11-20 01:46:05.113278,Low,Network,Agent14
TKT-1086,Assigned to Agent,2024-11-20 07:35:07.951498,Low,Network,Agent4
TKT-1086,Investigation Started,2024-11-20 11:32:19.491047,Low,Network,Agent8
TKT-1086,Awaiting Customer Response,2024-11-20 13:42:45.163494,Low,Network,Agent9
TKT-1086,Solution Proposed,2024-11-20 17:54:29.322375,Low,Network,Agent9
TKT-1086,Solution Implemented,2024-11-21 04:01:46.978752,Low,Network,Agent8
TKT-1086,Customer Verification,2024-11-22 22:57:55.720925,Low,Network,Agent2
TKT-1086,Ticket Closed,2024-11-22 23:58:46.049761,Low,Network,Agent6
TKT-1087,Ticket Created,2024-11-03 00:00:00.000000,Low,Email,Agent2
TKT-1087,Initial Triage,2024-11-03 01:00:16.681069,Low,Email,Agent7
TKT-1087,Assigned to Agent,2024-11-03 03:08:28.704814,Low,Email,Agent5
TKT-1087,Investigation Started,2024-11-03 03:58:11.853833,Low,Email,Agent8
TKT-1087,Awaiting Customer Response,2024-11-05 02:29:16.236810,Low,Email,Agent6
TKT-1087,Solution Proposed,2024-11-05 04:45:51.754255,Low,Email,Agent1
TKT-1087,Solution Implemented,2024-11-05 18:29:52.764853,Low,Email,Agent10
TKT-1087,Customer Verification,2024-11-07 04:57:20.866555,Low,Email,Agent14
TKT-1087,Ticket Closed,2024-11-07 06:12:05.610281,Low,Email,Agent1
TKT-1088,Ticket Created,2024-03-16 00:00:00.000000,High,Hardware,Agent11
TKT-1088,Initial Triage,2024-03-16 02:49:38.538260,High,Hardware,Agent14
TKT-1088,Assigned to Agent,2024-03-16 10:15:29.218744,High,Hardware,Agent1
TKT-1088,Investigation Started,2024-03-16 11:30:46.725664,High,Hardware,Agent14
TKT-1088,Awaiting Customer Response,2024-03-20 02:01:52.842530,High,Hardware,Agent10
TKT-1088,Solution Proposed,2024-03-20 04:46:27.168540,High,Hardware,Agent2
TKT-1088,Solution Implemented,2024-03-20 20:45:57.620319,High,Hardware,Agent6
TKT-1088,Customer Verification,2024-03-22 03:51:09.715901,High,Hardware,Agent1
TKT-1088,Ticket Closed,2024-03-22 04:57:47.018889,High,Hardware,Agent13
TKT-1089,Ticket Created,2024-06-07 00:00:00.000000,High,Email,Agent9
TKT-1089,Initial Triage,2024-06-07 00:46:21.986686,High,Email,Agent2
TKT-1089,Assigned to Agent,2024-06-07 04:36:06.322792,High,Email,Agent14
TKT-1089,Investigation Started,2024-06-07 08:20:29.825661,High,Email,Agent3
TKT-1089,Awaiting Customer Response,2024-06-07 17:57:52.090513,High,Email,Agent9
TKT-1089,Solution Proposed,2024-06-07 20:33:01.613415,High,Email,Agent13
TKT-1089,Solution Implemented,2024-06-08 10:00:00.457910,High,Email,Agent8
TKT-1089,Customer Verification,2024-06-09 15:48:44.221215,High,Email,Agent7
TKT-1089,Ticket Closed,2024-06-09 16:19:15.317982,High,Email,Agent1
TKT-1090,Ticket Created,2024-11-11 00:00:00.000000,Medium,Email,Agent13
TKT-1090,Initial Triage,2024-11-11 01:37:18.242604,Medium,Email,Agent1
TKT-1090,Assigned to Agent,2024-11-11 06:26:29.552194,Medium,Email,Agent3
TKT-1090,Investigation Started,2024-11-11 07:44:13.149498,Medium,Email,Agent10
TKT-1090,Awaiting Customer Response,2024-11-12 23:54:27.529003,Medium,Email,Agent14
TKT-1090,Solution Proposed,2024-11-13 04:00:18.355231,Medium,Email,Agent14
TKT-1090,Solution Implemented,2024-11-13 13:00:40.798811,Medium,Email,Agent5
TKT-1090,Customer Verification,2024-11-16 04:48:40.867119,Medium,Email,Agent2
TKT-1090,Ticket Closed,2024-11-16 06:01:48.449258,Medium,Email,Agent5
TKT-1091,Ticket Created,2024-01-12 00:00:00.000000,High,Hardware,Agent5
TKT-1091,Initial Triage,2024-01-12 01:29:49.405028,High,Hardware,Agent5
TKT-1091,Assigned to Agent,2024-01-12 04:13:10.360430,High,Hardware,Agent4
TKT-1091,Investigation Started,2024-01-12 06:50:49.964599,High,Hardware,Agent7
TKT-1091,Awaiting Customer Response,2024-01-12 16:01:42.395343,High,Hardware,Agent11
TKT-1091,Solution Proposed,2024-01-12 19:38:04.609728,High,Hardware,Agent5
TKT-1091,Solution Implemented,2024-01-13 00:22:31.820206,High,Hardware,Agent7
TKT-1091,Customer Verification,2024-01-15 18:10:42.106811,High,Hardware,Agent5
TKT-1091,Ticket Closed,2024-01-15 20:01:31.471775,High,Hardware,Agent9
TKT-1092,Ticket Created,2024-09-27 00:00:00.000000,Medium,Network,Agent4
TKT-1092,Initial Triage,2024-09-27 02:50:09.924241,Medium,Network,Agent6
TKT-1092,Assigned to Agent,2024-09-27 05:11:52.793985,Medium,Network,Agent14
TKT-1092,Investigation Started,2024-09-27 07:23:54.778151,Medium,Network,Agent5
TKT-1092,Awaiting Customer Response,2024-09-29 12:53:54.190030,Medium,Network,Agent12
TKT-1092,Solution Proposed,2024-09-29 16:35:39.093010,Medium,Network,Agent10
TKT-1092,Solution Implemented,2024-09-30 03:08:19.915689,Medium,Network,Agent2
TKT-1092,Customer Verification,2024-10-01 15:07:59.440359,Medium,Network,Agent13
TKT-1092,Ticket Closed,2024-10-01 16:15:12.605507,Medium,Network,Agent9
TKT-1093,Ticket Created,2024-03-14 00:00:00.000000,Medium,Access,Agent7
TKT-1093,Initial Triage,2024-03-14 01:48:46.470453,Medium,Access,Agent7
TKT-1093,Assigned to Agent,2024-03-14 04:52:47.483341,Medium,Access,Agent1
TKT-1093,Investigation Started,2024-03-14 07:21:55.617308,Medium,Access,Agent10
TKT-1093,Awaiting Customer Response,2024-03-14 13:36:38.604615,Medium,Access,Agent6
TKT-1093,Solution Proposed,2024-03-14 18:38:26.470511,Medium,Access,Agent1
TKT-1093,Solution Implemented,2024-03-15 01:52:11.358536,Medium,Access,Agent13
TKT-1093,Customer Verification,2024-03-17 03:51:32.055664,Medium,Access,Agent11
TKT-1093,Ticket Closed,2024-03-17 04:21:46.009344,Medium,Access,Agent6
TKT-1094,Ticket Created,2024-01-26 00:00:00.000000,High,Access,Agent9
TKT-1094,Initial Triage,2024-01-26 02:06:59.453221,High,Access,Agent8
TKT-1094,Assigned to Agent,2024-01-26 05:59:37.370660,High,Access,Agent13
TKT-1094,Investigation Started,2024-01-26 09:39:51.598580,High,Access,Agent8
TKT-1094,Awaiting Customer Response,2024-01-28 08:24:14.063762,High,Access,Agent5
TKT-1094,Solution Proposed,2024-01-28 10:54:51.152795,High,Access,Agent8
TKT-1094,Solution Implemented,2024-01-29 00:25:50.914448,High,Access,Agent12
TKT-1094,Customer Verification,2024-01-31 04:42:58.643067,High,Access,Agent9
TKT-1094,Ticket Closed,2024-01-31 05:21:34.533762,High,Access,Agent4
TKT-1095,Ticket Created,2024-03-09 00:00:00.000000,Low,Software,Agent1
TKT-1095,Initial Triage,2024-03-09 02:20:31.863704,Low,Software,Agent2
TKT-1095,Assigned to Agent,2024-03-09 06:39:08.741238,Low,Software,Agent5
TKT-1095,Investigation Started,2024-03-09 07:29:14.744638,Low,Software,Agent5
TKT-1095,Awaiting Customer Response,2024-03-09 15:33:30.129937,Low,Software,Agent11
TKT-1095,Solution Proposed,2024-03-09 17:43:05.177667,Low,Software,Agent14
TKT-1095,Solution Implemented,2024-03-10 04:33:58.758162,Low,Software,Agent9
TKT-1095,Customer Verification,2024-03-11 22:22:20.399676,Low,Software,Agent2
TKT-1095,Ticket Closed,2024-03-11 23:17:02.917048,Low,Software,Agent7
TKT-1096,Ticket Created,2024-02-11 00:00:00.000000,Medium,Network,Agent6
TKT-1096,Initial Triage,2024-02-11 01:36:52.118231,Medium,Network,Agent9
TKT-1096,Assigned to Agent,2024-02-11 07:27:41.509244,Medium,Network,Agent7
TKT-1096,Investigation Started,2024-02-11 09:09:19.243552,Medium,Network,Agent14
TKT-1096,Awaiting Customer Response,2024-02-15 06:41:30.738752,Medium,Network,Agent10
TKT-1096,Solution Proposed,2024-02-15 12:13:10.185014,Medium,Network,Agent13
TKT-1096,Solution Implemented,2024-02-15 15:19:52.921211,Medium,Network,Agent8
TKT-1096,Customer Verification,2024-02-17 18:02:55.526117,Medium,Network,Agent4
TKT-1096,Ticket Closed,2024-02-17 18:50:11.609670,Medium,Network,Agent8
TKT-1097,Ticket Created,2024-07-14 00:00:00.000000,Medium,Hardware,Agent13
TKT-1097,Initial Triage,2024-07-14 01:47:51.538118,Medium,Hardware,Agent2
TKT-1097,Assigned to Agent,2024-07-14 07:29:05.524045,Medium,Hardware,Agent12
TKT-1097,Investigation Started,2024-07-14 08:48:10.296277,Medium,Hardware,Agent5
TKT-1097,Awaiting Customer Response,2024-07-17 17:42:46.120592,Medium,Hardware,Agent3
TKT-1097,Solution Proposed,2024-07-17 21:22:39.360750,Medium,Hardware,Agent13
TKT-1097,Solution Implemented,2024-07-18 05:46:25.036452,Medium,Hardware,Agent6
TKT-1097,Customer Verification,2024-07-20 09:56:34.218775,Medium,Hardware,Agent7
TKT-1097,Ticket Closed,2024-07-20 11:00:37.991462,Medium,Hardware,Agent6
TKT-1098,Ticket Created,2024-10-12 00:00:00.000000,Medium,Software,Agent4
TKT-1098,Initial Triage,2024-10-12 00:39:01.281083,Medium,Software,Agent12
TKT-1098,Assigned to Agent,2024-10-12 02:16:18.219415,Medium,Software,Agent5
TKT-1098,Investigation Started,2024-10-12 03:23:07.036489,Medium,Software,Agent9
TKT-1098,Awaiting Customer Response,2024-10-14 18:41:42.582488,Medium,Software,Agent14
TKT-1098,Solution Proposed,2024-10-14 21:56:49.259341,Medium,Software,Agent12
TKT-1098,Solution Implemented,2024-10-15 04:48:46.864163,Medium,Software,Agent12
TKT-1098,Customer Verification,2024-10-18 03:41:13.921021,Medium,Software,Agent3
TKT-1098,Ticket Closed,2024-10-18 05:34:40.681246,Medium,Software,Agent13
TKT-1099,Ticket Created,2024-04-13 00:00:00.000000,Low,Network,Agent6
TKT-1099,Initial Triage,2024-04-13 02:58:52.351519,Low,Network,Agent8
TKT-1099,Assigned to Agent,2024-04-13 09:21:41.066600,Low,Network,Agent1
TKT-1099,Investigation Started,2024-04-13 12:48:30.686109,Low,Network,Agent5
TKT-1099,Awaiting Customer Response,2024-04-15 13:29:06.221388,Low,Network,Agent8
TKT-1099,Solution Proposed,2024-04-15 18:15:41.088957,Low,Network,Agent1
TKT-1099,Solution Implemented,2024-04-16 04:46:48.804155,Low,Network,Agent12
TKT-1099,Customer Verification,2024-04-18 15:42:06.871092,Low,Network,Agent2
TKT-1099,Ticket Closed,2024-04-18 16:17:47.659871,Low,Network,Agent4
TKT-1100,Ticket Created,2024-08-24 00:00:00.000000,Medium,Software,Agent2
TKT-1100,Initial Triage,2024-08-24 01:27:08.185730,Medium,Software,Agent2
TKT-1100,Assigned to Agent,2024-08-24 09:00:39.522870,Medium,Software,Agent9
TKT-1100,Investigation Started,2024-08-24 11:17:42.048379,Medium,Software,Agent3
TKT-1100,Awaiting Customer Response,2024-08-27 06:13:35.246377,Medium,Software,Agent4
TKT-1100,Solution Proposed,2024-08-27 11:35:35.306288,Medium,Software,Agent6
TKT-1100,Solution Implemented,2024-08-28 02:27:52.661738,Medium,Software,Agent11
TKT-1100,Customer Verification,2024-08-30 00:56:23.536319,Medium,Software,Agent12
TKT-1100,Ticket Closed,2024-08-30 02:43:01.231091,Medium,Software,Agent10
TKT-1101,Ticket Created,2024-02-11 00:00:00.000000,Medium,Hardware,Agent6
TKT-1101,Initial Triage,2024-02-11 02:32:37.047376,Medium,Hardware,Agent3
TKT-1101,Assigned to Agent,2024-02-11 08:15:49.503298,Medium,Hardware,Agent10
TKT-1101,Investigation Started,2024-02-11 11:48:07.017593,Medium,Hardware,Agent6
TKT-1101,Awaiting Customer Response,2024-02-13 08:09:08.166449,Medium,Hardware,Agent14
TKT-1101,Solution Proposed,2024-02-13 09:33:24.713544,Medium,Hardware,Agent5
TKT-1101,Solution Implemented,2024-02-13 11:52:38.562323,Medium,Hardware,Agent11
TKT-1101,Customer Verification,2024-02-15 17:34:27.997526,Medium,Hardware,Agent2
TKT-1101,Ticket Closed,2024-02-15 19:30:37.541121,Medium,Hardware,Agent2
TKT-1102,Ticket Created,2024-10-07 00:00:00.000000,Medium,Hardware,Agent13
TKT-1102,Initial Triage,2024-10-07 02:39:18.130340,Medium,Hardware,Agent4
TKT-1102,Assigned to Agent,2024-10-07 07:53:58.678140,Medium,Hardware,Agent1
TKT-1102,Investigation Started,2024-10-07 10:31:17.465156,Medium,Hardware,Agent6
TKT-1102,Awaiting Customer Response,2024-10-07 15:41:48.597280,Medium,Hardware,Agent3
TKT-1102,Solution Proposed,2024-10-07 18:41:24.531780,Medium,Hardware,Agent9
TKT-1102,Solution Implemented,2024-10-08 06:01:06.398826,Medium,Hardware,Agent2
TKT-1102,Customer Verification,2024-10-08 22:06:31.617653,Medium,Hardware,Agent2
TKT-1102,Ticket Closed,2024-10-08 23:22:04.598449,Medium,Hardware,Agent4
TKT-1103,Ticket Created,2024-10-14 00:00:00.000000,Low,Access,Agent12
TKT-1103,Initial Triage,2024-10-14 01:16:46.345198,Low,Access,Agent14
TKT-1103,Assigned to Agent,2024-10-14 08:24:44.196051,Low,Access,Agent13
TKT-1103,Investigation Started,2024-10-14 09:16:55.571073,Low,Access,Agent6
TKT-1103,Awaiting Customer Response,2024-10-15 10:58:48.478075,Low,Access,Agent2
TKT-1103,Solution Proposed,2024-10-15 15:13:52.097738,Low,Access,Agent3
TKT-1103,Solution Implemented,2024-10-15 22:38:29.724132,Low,Access,Agent5
TKT-1103,Customer Verification,2024-10-18 09:29:14.226723,Low,Access,Agent10
TKT-1103,Ticket Closed,2024-10-18 10:18:17.705617,Low,Access,Agent14
TKT-1104,Ticket Created,2024-02-25 00:00:00.000000,Critical,Email,Agent9
TKT-1104,Initial Triage,2024-02-25 01:34:33.034598,Critical,Email,Agent9
TKT-1104,Assigned to Agent,2024-02-25 03:34:17.718689,Critical,Email,Agent9
TKT-1104,Investigation Started,2024-02-25 06:48:39.688802,Critical,Email,Agent14
